Ano de lancamento,Classificacao,Desenvolvedora,Genero,Media de pontuacao,Nome,Plataforma,Publicadora,Vendas globais
2007,0,4,2,43.55,Gran Turismo 5 Prologue,5,3,4.19
2005,3,186,8,36.25,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",3,32,0.18
2014,1,501,6,40.6,Borderlands: The Pre-Sequel,14,2,0.29
2006,0,69,0,47.45,Winning Eleven: Pro Evolution Soccer 2007,6,14,4.39
2007,2,367,0,35.8,Tony Hawk's Proving Ground,6,4,0.66
2003,2,287,0,32.7,Cabela's Dangerous Hunts,6,84,1.17
2015,3,1012,7,39.4,Return to PopoloCrois: A Story of Seasons Fairytale,10,104,0.16
2002,0,83,0,50.15,NFL 2K3,19,8,0.22
2006,3,142,1,33.3,Over the Hedge,6,4,0.54
2003,2,449,11,38.7,Worms 3D,13,8,0.06
2012,1,905,10,35.8,The Testament of Sherlock Holmes,4,82,0.02
2009,3,172,8,35.75,Up,5,28,0.25
2013,2,496,9,45.65,BlazBlue: Chrono Phantasma,5,221,0.3
2004,2,6,8,45.65,Spider-Man 2,13,4,1.12
2009,3,242,8,41.65,Ice Age: Dawn of the Dinosaurs,0,4,0.27
2016,1,982,3,37.7,The Technomancer,17,82,0.03
2005,2,641,8,34.3,Fantastic 4,13,4,0.27
2006,0,57,2,38.45,NASCAR 07,6,7,0.11
2010,3,171,2,35.55,nail'd,4,41,0.1
2008,3,143,8,37.9,Star Wars The Clone Wars: Jedi Alliance,3,18,0.78
2008,3,125,1,36.65,Sonic Unleashed,0,8,2.16
2006,0,18,0,46.1,Madden NFL 07,6,7,4.49
2010,3,166,8,30.65,Marvel Super Hero Squad: The Infinity Gauntlet,4,28,0.15
2005,0,180,5,44.6,Super Monkey Ball Deluxe,13,8,0.15
2014,3,0,0,37.5,Wii Sports Club,18,0,0.38
2002,2,18,0,42.25,Knockout Kings 2003,19,7,0.15
2006,2,46,3,49.8,Final Fantasy XII,6,15,5.95
2003,2,424,1,32.45,Futurama,13,113,0.05
2011,1,511,3,41.25,Two Worlds II,14,53,0.2
2003,0,350,10,30.5,Pokemon Channel,19,0,0.38
2002,0,495,9,40.25,WWE Road to WrestleMania X8,8,28,0.27
2002,2,366,7,43.3,Dropship: United Peace Force,6,3,0.1
2010,2,236,3,40.0,Resonance of Fate,5,8,0.73
2005,2,143,6,43.35,Star Wars: Republic Commando,14,18,0.05
2016,2,1684,7,29.65,Goat Simulator,17,101,0.01
2010,3,226,3,43.55,Golden Sun: Dark Dawn,3,0,0.78
2007,0,64,8,42.7,LEGO Star Wars: The Complete Saga,3,18,4.76
2003,0,645,2,42.6,Need for Speed Underground,8,7,0.29
2009,3,374,6,33.0,Star Wars Battlefront: Elite Squadron,3,18,0.49
2008,2,156,9,43.75,WWE SmackDown vs. Raw 2009,0,28,0.83
2009,1,586,11,46.55,"Warhammer 40,000: Dawn of War II",14,28,0.47
2004,0,80,5,35.15,Atari Anthology,6,10,0.4
2003,1,100,6,45.2,Halo: Combat Evolved,14,1,0.04
2004,1,32,10,39.6,Breakdown,13,7,0.12
2004,2,90,8,26.55,Catwoman,19,7,0.07
2008,3,260,10,27.9,Bolt,0,32,0.56
2014,0,18,0,43.1,FIFA 15,14,7,0.28
2013,2,579,3,30.25,The Witch and the Hundred Knight,5,131,0.2
2007,1,511,3,27.75,Two Worlds,4,81,0.7
2015,1,885,3,42.05,Wasteland 2,17,41,0.05
2004,0,192,8,23.9,Beyblade G-Revolution,8,10,0.2
2012,3,135,0,39.6,Zumba Fitness Rush,4,11,0.18
2015,0,0,7,36.45,Animal Crossing: Happy Home Designer,10,0,3.05
2009,0,35,0,44.85,EA Sports Active,0,7,3.9
2003,2,579,3,46.45,Disgaea: Hour of Darkness,6,48,0.33
2013,1,529,6,35.25,Defiance,14,149,0.21
2004,2,310,9,30.55,Showdown: Legends of Wrestling,6,30,0.3
2010,3,139,2,47.5,Need for Speed: Hot Pursuit,4,7,2.2
2009,1,77,6,48.8,Left 4 Dead 2,4,7,3.97
2006,0,125,2,33.5,Sonic Riders,19,8,0.92
2008,2,6,8,35.8,007: Quantum of Solace,5,4,1.14
2006,0,18,0,31.95,NBA Live 07,4,7,0.46
2011,1,189,6,48.7,Dead Space 2,5,7,1.42
2010,1,116,3,52.45,Mass Effect 2,4,7,3.1
2005,1,19,6,48.2,Halo 2 Multiplayer Map Pack,13,1,0.69
2008,2,279,6,39.95,Frontlines: Fuel of War,14,28,0.02
2008,2,250,8,25.25,Iron Man,16,8,0.63
2006,1,48,8,39.7,Resident Evil: Deadly Silence,3,12,0.26
2015,2,368,5,43.1,Guitar Hero Live,9,4,0.86
2004,1,39,6,40.4,Red Dead Revolver,6,2,1.45
2005,0,18,2,42.85,NASCAR 06: Total Team Control,6,7,0.63
2014,1,1334,8,21.75,Escape Dead Island,5,41,0.07
2010,1,347,6,30.25,Sniper: Ghost Warrior,14,86,0.16
2013,3,200,2,39.65,Need for Speed Rivals,14,7,0.25
2004,1,147,3,46.75,Fable,13,1,2.66
2001,0,448,2,29.4,Ford Racing,12,87,0.86
2007,3,49,4,46.4,Professor Layton and the Diabolical Box,3,0,3.94
2004,2,36,6,33.5,GoldenEye: Rogue Agent,6,7,0.64
2003,1,228,8,36.65,State of Emergency,13,2,0.17
2012,2,92,6,39.25,Unit 13,22,3,0.5
2014,2,531,8,45.45,Terraria,9,11,0.07
2009,0,18,0,37.9,FIFA Soccer 10,14,7,0.05
2007,1,854,8,44.4,The Warriors,16,2,0.27
2006,0,193,2,28.05,Cars,3,28,0.97
2003,0,943,6,44.05,R-Type Final,6,139,0.19
2007,2,298,8,42.65,Tomb Raider: Anniversary,4,21,0.39
2010,2,1221,9,30.55,Lucha Libre AAA: Heroes del Ring,5,14,0.11
2012,1,237,8,47.95,Dishonored,4,6,1.71
2013,0,0,1,51.0,Super Mario 3D World,18,0,4.32
2008,2,369,8,39.75,Bully: Scholarship Edition,14,2,0.03
2002,0,393,11,38.8,P.T.O. IV: Pacific Theater of Operations,6,48,0.08
2013,0,1432,8,27.65,Beyblade Evolution,10,70,0.04
2003,2,107,8,46.85,The Lord of the Rings: The Return of the King,6,7,3.28
2007,3,311,8,37.95,Crash of the Titans,6,23,0.41
2016,1,737,6,46.25,BioShock The Collection,9,2,0.37
2011,2,395,8,42.1,Ace Combat: Assault Horizon,4,25,0.49
2003,2,110,8,35.05,Enter the Matrix,6,10,3.18
2005,1,262,6,35.25,Conflict: Global Terror,6,21,0.19
2002,2,116,3,49.6,Neverwinter Nights,14,10,0.03
2008,3,50,8,42.95,LEGO Batman: The Videogame,6,19,1.27
2008,0,337,1,27.0,Dora The Explorer: Dora Saves the Snow Princess,0,2,0.55
2009,3,126,8,40.7,Mini Ninjas,4,21,0.29
2003,0,337,0,39.6,NBA Inside Drive 2004,13,1,0.17
2009,2,1123,7,35.05,Heroes over Europe,4,5,0.14
2009,0,22,2,39.05,NASCAR Kart Racing,0,7,0.42
2003,2,90,1,41.7,I-Ninja,13,25,0.07
2004,2,181,6,41.45,Call of Duty: Finest Hour,19,4,0.4
2008,3,50,8,41.95,LEGO Batman: The Videogame,4,19,3.38
2011,2,166,9,40.7,WWE All Stars,5,28,0.41
2011,1,488,8,28.5,Knights Contract,5,25,0.08
2007,3,52,0,32.05,Surf's Up,5,5,0.04
2015,1,1194,8,36.4,Resident Evil: Revelations 2,22,12,0.1
2006,0,51,7,37.1,Cooking Mama,3,11,5.63
2009,0,57,0,44.85,NCAA Football 10,4,7,0.94
2006,2,419,8,37.45,Tomb Raider: Legend,16,21,0.46
2010,3,86,0,41.95,Sports Champions,5,3,3.84
2008,3,1118,5,30.8,Dream Pinball 3D,0,81,0.14
2002,0,361,1,37.15,SpongeBob SquarePants: Revenge of the Flying Dutchman,19,28,0.2
2010,1,39,8,51.9,Red Dead Redemption,5,2,6.49
2010,2,156,9,46.1,UFC Undisputed 2010,5,28,1.41
2009,1,920,3,33.2,Risen,4,41,0.19
2013,2,177,8,41.85,Batman: Arkham Origins,5,19,2.29
2013,1,1419,2,10.15,Ride to Hell,4,41,0.06
2011,2,58,5,47.1,Dance Central 2,4,1,2.04
2008,2,142,8,30.7,The Incredible Hulk,4,8,0.26
2005,0,35,0,43.95,SSX On Tour,6,7,0.52
2002,2,944,2,36.0,Circus Maximus: Chariot Wars,13,28,0.07
2002,0,597,1,45.45,Mega Man Zero,8,12,0.55
2007,2,372,3,31.45,Hoshigami: Ruining Blue Earth Remix,3,11,0.01
2016,2,156,0,36.75,WWE 2K17,17,2,0.26
2004,0,166,8,36.15,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,6,28,0.5
2010,0,421,2,40.35,ModNation Racers,16,3,0.53
2002,2,969,11,37.7,Commandos 2: Men of Courage,13,21,0.07
2005,3,35,0,43.25,NHL 06,6,7,0.58
2010,3,243,3,31.45,Percy Jackson and the Olympians: The Lightning Thief,3,4,0.24
2016,0,69,0,39.3,UEFA Euro 2016,9,14,0.29
2011,3,50,8,41.85,LEGO Star Wars III: The Clone Wars,0,18,1.76
2003,0,18,0,51.4,NCAA Football 2004,6,7,1.67
2005,3,663,6,45.75,Gunstar Super Heroes,8,8,0.07
2005,0,589,4,41.0,Bomberman,3,5,0.15
2008,2,1503,6,37.65,Little Red Riding Hood's Zombie BBQ,3,160,0.04
2009,3,285,8,36.55,Harry Potter and the Half-Blood Prince,5,7,0.33
2013,1,711,8,36.2,Remember Me,14,12,0.06
2000,2,427,8,33.85,007: The World is not Enough,12,7,0.92
2007,0,69,0,41.9,Pro Evolution Soccer 2008,4,14,1.07
2001,2,1293,11,35.05,MetropolisMania,6,77,0.09
2013,2,188,8,39.4,One Piece: Pirate Warriors 2,5,25,0.66
2005,2,179,1,34.15,Death Jr.,16,14,0.19
2002,0,382,2,45.75,WipEout Fusion,6,3,0.25
2012,1,116,3,49.4,Mass Effect 3,4,7,3.04
2003,0,18,0,46.5,NBA Live 2004,19,7,0.27
2014,1,78,3,46.75,South Park: The Stick of Truth,5,5,0.92
2007,3,110,8,22.4,The Golden Compass,5,8,0.28
2006,2,330,8,44.95,Tomb Raider: Legend,14,21,0.02
2005,2,89,7,41.05,The Sims 2,13,7,0.25
2002,2,153,11,48.95,Age of Mythology,14,1,0.09
2006,3,91,1,39.85,Ultimate Ghosts 'n Goblins,16,12,0.08
2008,3,89,11,44.65,Spore,14,7,1.17
2009,3,690,3,38.35,Atelier Annie: Alchemists of Sera Island,3,243,0.12
2003,1,233,10,39.9,Siren,6,3,0.18
2011,3,1027,11,33.6,STORM: Frontline Nation,14,53,0.01
2010,2,488,8,21.35,Clash of the Titans,5,25,0.31
2007,0,240,5,10.95,Deal or No Deal,3,51,1.7
2015,0,1013,0,41.7,Don Bradman Cricket 14,9,331,0.12
2010,3,585,8,33.0,How to Train Your Dragon,0,4,0.42
2007,2,548,2,36.35,Juiced 2: Hot Import Nights,6,28,0.39
2010,2,681,3,31.6,Record of Agarest War 2,5,266,0.14
2004,2,48,3,38.45,Monster Hunter,6,12,0.5
2014,1,1272,8,27.65,Yaiba: Ninja Gaiden Z,4,48,0.05
2001,1,48,8,51.25,Devil May Cry,6,12,2.99
2005,2,161,3,44.1,X-Men Legends II: Rise of Apocalypse,19,4,0.25
2010,1,803,2,27.0,Blood Drive,5,4,0.07
2007,2,6,1,35.0,Spider-Man 3,4,4,0.57
2000,2,188,6,36.85,WinBack: Covert Operations,6,162,0.29
2002,0,311,4,26.3,Tetris Worlds,19,28,0.22
2003,0,74,5,34.5,Muppets Party Cruise,6,71,0.06
2016,0,1323,2,41.5,Valentino Rossi: The Game,9,25,0.08
2003,0,398,0,36.85,NFL GameDay 2004,6,3,0.41
2004,2,1077,6,33.55,Shadow Ops: Red Mercury,13,10,0.15
2013,2,188,8,39.5,Toukiden: The Age of Demons,22,48,0.35
2012,1,331,8,28.45,Resident Evil: Operation Raccoon City,4,12,0.77
2002,2,70,3,47.85,The Elder Scrolls III: Morrowind,13,5,2.86
2005,1,93,11,41.0,Full Spectrum Warrior,6,28,0.3
2013,1,916,3,27.4,Valhalla Knights 3,22,150,0.18
2009,2,60,5,46.05,Guitar Hero: Metallica,4,4,0.8
2008,2,910,3,39.0,Record of Agarest War,4,266,0.2
2003,2,153,11,46.35,Age of Mythology: The Titans,14,1,0.04
2004,1,342,6,29.1,Serious Sam Advance,8,63,0.02
2006,0,195,5,41.95,Rayman Raving Rabbids,0,5,1.42
2003,2,126,6,45.1,Freedom Fighters,13,7,0.23
2010,3,83,0,33.9,NHL 2K11,0,2,0.27
2010,3,179,5,42.25,Rock Band 3,3,31,0.09
2009,1,549,6,39.75,Wolfenstein,4,4,0.56
2014,1,1037,3,36.65,Operation Abyss: New Tokyo Legacy,22,131,0.1
2010,0,245,5,18.35,Game Party in Motion,4,19,0.58
2004,1,1518,6,44.55,Painkiller,14,319,0.02
2001,0,1283,5,35.1,The Weakest Link,12,4,0.09
2012,1,12,8,45.95,Assassin's Creed III,5,5,6.45
2002,0,18,2,39.9,F1 2002,19,7,0.03
2005,0,35,0,43.75,FIFA Soccer 06,13,7,0.68
2009,3,166,9,31.9,Marvel Super Hero Squad,3,28,0.41
2005,0,1557,4,34.75,Atomic Betty,8,10,0.03
2011,1,351,6,41.0,F.E.A.R. 3,4,19,0.45
2012,2,308,8,45.5,Alan Wake,14,128,0.06
2001,2,1236,6,42.95,Giants: Citizen Kabuto,6,117,0.06
2008,2,58,5,50.15,Rock Band 2,4,7,2.2
1997,2,191,3,47.5,Alundra,12,85,0.23
2007,2,508,8,33.45,Dynasty Warriors Gundam,5,48,0.47
2016,0,294,2,47.35,DiRT Rally,14,34,0.03
2012,1,69,8,37.3,Silent Hill HD Collection,4,14,0.19
2010,1,796,8,38.1,Deadly Premonition,4,70,0.26
2007,2,383,6,46.05,Tom Clancy's Ghost Recon Advanced Warfighter 2,5,5,1.03
2009,2,836,6,42.2,DeathSmiles,4,70,0.28
2009,2,1142,3,33.9,Venetica,14,233,0.05
2004,2,125,4,41.55,Feel the Magic XY/XX,3,8,0.29
2013,2,1318,7,18.15,X Rebirth,14,101,0.08
2015,1,214,8,39.75,Just Cause 3,9,15,1.86
2003,0,68,0,44.9,NHL Hitz Pro,13,39,0.07
2015,2,579,3,44.05,Disgaea 5: Alliance of Vengeance,9,131,0.29
2009,3,273,0,38.25,The BIGS 2,0,2,0.29
2003,2,495,8,26.3,Buffy the Vampire Slayer: Wrath of the Darkhul King,8,28,0.03
2004,1,586,11,47.4,"Warhammer 40,000: Dawn of War",14,28,0.05
2002,0,841,4,16.3,Sneakers,13,1,0.1
2009,1,294,6,42.4,Operation Flashpoint: Dragon Rising,4,34,0.93
2011,1,586,6,41.9,"Warhammer 40,000: Space Marine",4,28,0.56
2009,1,355,3,48.65,Shin Megami Tensei: Persona 3 Portable,16,145,0.63
2005,2,580,3,38.55,Shining Force NEO,6,8,0.11
2008,0,57,0,44.85,Tiger Woods PGA Tour 09 All-Play,0,7,1.42
2011,0,406,5,42.95,Sesame Street: Once Upon A Monster,4,19,0.52
2006,2,60,0,41.6,Tony Hawk's Project 8,5,4,0.63
2000,2,463,3,45.7,Persona 2: Eternal Punishment,12,91,0.35
2011,3,1098,1,44.85,Cave Story 3D,10,131,0.14
2014,2,128,8,43.95,inFAMOUS: Second Son,9,3,2.79
2009,1,354,8,43.55,Yakuza 3,5,8,1.12
2007,2,12,0,32.3,Rocky Balboa,16,5,0.1
2005,0,83,8,44.8,NBA 2K6,4,2,0.23
2002,2,143,6,37.3,Star Wars: Bounty Hunter,19,18,0.26
2007,2,692,8,29.25,Dragon Blade: Wrath of Fire,0,58,0.18
2009,0,285,5,36.55,Trivial Pursuit,5,7,0.28
2016,0,1323,2,39.1,Valentino Rossi: The Game,14,25,0.01
2014,3,182,8,39.05,The LEGO Movie Videogame,9,19,0.67
2003,0,22,0,49.4,NBA Street Vol. 2,6,7,1.95
2016,1,1119,8,20.1,7 Days to Die,17,173,0.05
2016,1,54,8,41.15,Batman: Arkham VR,9,19,0.3
2008,2,486,2,29.4,Need For Speed: Undercover,16,7,0.76
2008,1,286,6,51.35,BioShock,5,2,1.42
2006,2,1074,6,36.3,Project Sylpheed: Arc of Deception,4,1,0.15
2004,0,527,5,44.25,Karaoke Revolution,13,14,0.09
2004,0,243,8,38.55,Harry Potter and the Prisoner of Azkaban,8,7,0.52
2006,2,89,7,43.3,The Sims 2: Open for Business,14,7,0.52
2002,0,281,1,34.0,Taz Wanted,19,10,0.08
2002,1,1236,6,33.1,RLH: Run Like Hell,6,17,0.1
2003,0,69,8,32.2,Teenage Mutant Ninja Turtles,13,14,0.3
2007,2,91,3,48.0,Final Fantasy Tactics: The War of the Lions,16,15,1.16
2003,2,188,8,40.55,Dynasty Warriors 4: Xtreme Legends,6,48,0.86
2004,2,696,2,24.95,American Chopper,13,84,0.15
2001,2,143,10,46.1,Escape From Monkey Island,6,18,0.1
2004,1,726,8,34.35,Headhunter: Redemption,6,8,0.04
2003,0,826,5,38.5,Duel Masters: Sempai Legends,8,10,0.29
2011,3,195,8,30.85,The Adventures of Tintin: The Game,10,5,0.15
2009,1,1399,6,44.35,S.T.A.L.K.E.R.: Call of Pripyat,14,25,0.06
2014,1,248,6,34.8,Sniper Elite 3,17,11,0.35
2011,1,391,6,44.85,Bulletstorm,14,7,0.16
2006,1,214,8,37.45,Just Cause,6,21,0.02
2004,0,57,0,42.25,NFL Street 2,13,7,0.48
2003,0,1431,3,29.5,Medabots: Infinity,19,5,0.05
2000,1,172,10,28.5,Evil Dead: Hail to the King,12,28,0.27
2011,1,885,8,33.8,Hunted: The Demon's Forge,14,6,0.05
2016,1,1128,6,42.0,Killing Floor 2 ,9,318,0.05
2016,1,308,8,35.15,Quantum Break,14,1,0.02
2007,3,107,8,34.5,Harry Potter and the Order of the Phoenix,6,7,0.27
2008,3,724,1,31.15,Space Chimps,4,205,0.11
2003,1,248,6,28.65,Judge Dredd: Dredd Vs Death,6,176,0.03
2008,2,330,8,43.85,Tomb Raider: Underworld,14,21,0.08
2005,1,283,6,41.15,Infected,16,28,0.15
2011,2,89,3,35.5,Darkspore,14,7,0.12
2005,3,172,8,36.8,The Incredibles: Rise of the Underminer,19,28,0.16
2008,0,885,4,34.2,Line Rider 2: Unbound,0,41,0.02
2009,1,563,3,38.55,Sacred 2: Fallen Angel,5,41,0.61
2010,0,22,5,35.1,Monopoly Streets,0,7,0.72
2000,1,867,6,45.4,The Typing of the Dead,21,8,0.05
2008,2,536,1,32.15,Assassin's Creed: Altair's Chronicles,3,5,0.05
2012,0,22,8,37.6,FIFA Soccer 13,18,7,0.47
2002,2,1033,8,33.35,NightCaster,13,1,0.13
2004,0,1246,7,22.5,Star Trek: Shattered Universe,13,63,0.04
2001,2,60,0,50.0,Tony Hawk's Pro Skater 3,19,4,0.82
2001,2,48,9,44.45,Capcom vs. SNK 2: Mark of the Millennium 2001,6,12,0.75
2011,2,445,8,29.6,Thor: God of Thunder,10,8,0.1
2007,2,221,4,42.85,The New York Times Crosswords,3,35,0.45
2003,2,969,11,39.8,Commandos 3: Destination Berlin,14,21,0.02
2015,1,52,6,40.15,Tom Clancy's Rainbow Six: Siege,9,5,2.21
2005,2,149,6,27.7,Tom Clancy's Ghost Recon 2,19,5,0.07
2006,1,126,8,45.35,Hitman: Blood Money,4,21,0.39
2010,0,35,0,43.55,EA Sports Active 2,0,7,1.26
2006,0,293,2,38.75,Need for Speed Carbon: Own the City,3,7,0.2
2008,0,275,5,30.25,You're in the Movies,4,1,0.48
2001,0,836,0,32.15,Yanya Caballista: City Skater,6,48,0.05
2004,1,162,0,42.85,Blitz: The League,13,39,0.53
2010,0,144,8,27.4,FlingSmash,0,0,0.47
2014,3,182,8,43.4,The LEGO Movie Videogame,5,19,0.93
2011,0,10,2,46.6,Mario Kart 7,10,0,12.66
2004,2,393,8,34.65,Dynasty Warriors,16,48,0.51
2001,0,18,2,46.75,NASCAR Thunder 2002,6,7,1.16
2006,3,38,8,25.8,Rampage: Total Destruction,0,39,0.21
2013,0,0,0,39.85,Wii Fit U,18,0,0.85
2004,1,1369,3,34.05,Fallout: Brotherhood of Steel,6,291,0.07
2004,2,1191,8,44.75,Phantom Dust,13,1,0.11
2006,2,188,8,35.55,Dynasty Warriors 5 Empires,6,48,0.34
2015,0,18,0,45.05,Madden NFL 16,17,7,2.42
2006,3,91,3,34.75,Naruto: Path of the Ninja 2,3,197,0.23
2008,3,246,11,43.85,Sid Meier's Civilization Revolution,3,2,0.44
2007,3,35,8,46.45,NHL 08,5,7,0.25
2011,3,410,1,42.25,de Blob 2,4,28,0.15
2000,0,1112,2,38.15,Destruction Derby Raw,12,3,0.14
2002,0,741,0,20.35,Disney Sports Skateboarding,19,14,0.06
2003,0,696,2,38.0,Smash Cars,6,139,0.11
2004,1,1369,3,35.75,Fallout: Brotherhood of Steel,13,291,0.05
2007,1,803,8,32.5,Jackass the Game,16,87,0.22
2005,0,18,0,43.05,Tiger Woods PGA Tour 06,13,7,0.48
2014,2,1302,10,45.0,Phoenix Wright: Ace Attorney Trilogy,10,12,0.02
2009,2,156,9,44.55,WWE SmackDown vs. Raw 2010,5,28,1.17
2007,3,213,1,33.2,The Legend of Spyro: The Eternal Night,0,23,0.21
2005,2,22,8,39.25,From Russia With Love,19,7,0.22
2011,2,185,8,28.2,Spider-Man: Edge of Time,10,4,0.12
2008,1,327,8,31.5,Onechanbara: Bikini Zombie Slayers,0,58,0.12
2007,2,267,9,32.2,Victorious Boxers: Revolution,0,5,0.14
2002,0,18,0,51.35,Madden NFL 2003,6,7,4.14
1999,2,212,3,41.2,The Legend of Dragoon,12,3,1.86
2014,1,222,8,41.15,The Evil Within,9,6,1.79
2014,1,574,8,34.2,Watch Dogs,18,5,0.13
2013,1,701,5,44.05,Danganronpa: Trigger Happy Havoc,22,131,0.33
2008,2,236,3,40.4,Valkyrie Profile: Covenant of the Plume,3,15,0.42
2005,2,1351,10,34.2,Ghost in the Shell: Stand Alone Complex,16,10,0.07
2006,3,57,0,36.75,Arena Football,13,7,0.15
2002,1,126,8,46.4,Hitman 2: Silent Assassin,6,21,2.96
2001,0,483,0,42.3,All-Star Baseball 2002,6,30,0.56
2003,1,500,9,27.5,Backyard Wrestling: Don't Try This at Home,13,21,0.17
2007,0,1249,2,35.55,MotoGP 07,6,12,0.1
2012,0,22,8,30.55,FIFA Soccer 13,22,7,0.44
2003,0,316,1,27.6,Pirates of the Caribbean: The Curse of the Black Pearl,8,71,1.29
2001,0,80,1,41.0,Spyro: Season of Ice,8,23,2.23
2009,1,93,8,40.6,The Saboteur,4,7,0.51
2003,2,110,8,35.5,Enter the Matrix,19,10,0.45
2012,3,182,8,43.1,LEGO Batman 2: DC Super Heroes,4,19,1.66
2005,1,1264,6,40.0,Total Overdose: A Gunslinger's Tale in Mexico,6,21,0.09
2001,0,67,8,46.35,Spider-Man: Mysterio's Menace,8,4,0.61
2016,1,88,6,42.4,Tom Clancy's The Division,14,5,0.41
2005,0,21,5,38.7,Dance Dance Revolution: Mario Mix,19,0,0.47
2003,0,541,2,42.75,F-Zero: GP Legend,8,0,0.16
2008,1,3,8,52.95,Grand Theft Auto IV,4,2,11.01
2013,0,20,5,35.9,Wii Party U,18,0,1.75
2000,0,90,8,34.65,Disney's Aladdin in Nasira's Revenge,12,3,0.09
2010,1,846,10,22.3,CSI: Fatal Conspiracy,5,5,0.18
2011,2,188,8,32.2,Dynasty Warriors 7,5,48,0.91
2007,2,651,5,41.6,The Eye of Judgment,5,3,0.33
2007,1,703,6,38.95,TimeShift,4,23,0.41
2014,3,195,1,49.45,Rayman Legends,17,5,0.34
2014,1,78,3,48.65,Pillars of Eternity,14,310,0.02
2013,3,49,4,44.45,Professor Layton and the Azran Legacy,10,0,0.75
2005,1,463,3,44.95,Shin Megami Tensei: Digital Devil Saga 2,6,145,0.08
2003,0,140,0,42.15,Disney's Extreme Skate Adventure,13,4,0.11
2012,3,821,8,38.65,Sorcery,5,3,0.29
2007,3,107,8,36.8,Harry Potter and the Order of the Phoenix,5,7,0.24
2009,0,1058,4,40.65,Marble Saga: Kororinpa,0,14,0.16
2014,1,3,8,52.45,Grand Theft Auto V,17,2,5.48
2006,2,117,9,39.05,Dragon Ball Z: Shin Budokai,16,10,0.54
2008,1,124,8,45.05,Condemned 2: Bloodshot,5,8,0.39
2002,2,60,0,49.25,Tony Hawk's Pro Skater 4,13,4,0.93
2006,0,43,7,46.0,Viva Pinata,4,1,1.62
2001,0,80,1,46.2,Rayman Advance,8,5,0.5
2005,1,63,8,51.45,God of War,6,3,4.45
2009,2,156,9,45.45,UFC 2009 Undisputed,4,28,2.06
2009,3,50,8,39.05,LEGO Indiana Jones 2: The Adventure Continues,0,4,1.4
2002,2,907,10,43.9,Broken Sword: The Shadow of the Templars,8,176,0.06
2010,1,314,8,34.8,Splatterhouse,4,25,0.18
2005,2,827,7,42.2,Heroes of the Pacific,6,34,0.29
1998,1,1038,10,27.35,Clock Tower II: The Struggle Within,12,190,0.17
2012,1,126,8,43.05,Hitman: Absolution,4,15,1.73
2012,1,880,3,29.25,Game of Thrones,5,82,0.24
2011,2,188,8,34.35,Samurai Warriors Chronicles,10,48,0.39
2011,1,515,11,38.8,Dungeons - The Dark Lord,14,206,0.02
2008,0,35,0,42.2,NBA Live 09,4,7,0.71
2011,2,775,9,42.6,The King of Fighters XIII,5,70,0.3
2002,0,50,1,34.65,Crash Bandicoot: The Wrath of Cortex,19,20,0.59
2013,2,132,6,33.25,Lost Planet 3,5,12,0.21
2009,2,1677,11,41.0,BattleForge,14,7,0.01
2014,1,1334,8,17.9,Escape Dead Island,4,41,0.07
2015,2,156,0,38.85,WWE 2K16,17,2,0.59
2005,1,218,8,40.65,Spartan: Total Warrior,19,8,0.07
2009,1,1011,8,37.1,Obscure: The Aftermath,16,289,0.09
2012,2,145,9,45.1,Tekken Tag Tournament 2,5,25,0.85
2005,2,564,0,39.55,Amped 3,4,2,0.16
2002,2,39,0,42.25,Transworld Surf,6,10,0.19
2010,1,136,6,41.25,Medal of Honor,5,7,2.81
2009,2,314,9,45.1,Tekken 6,16,25,0.32
2013,0,294,2,41.9,GRID 2,4,34,0.27
2008,2,1100,3,34.05,Class of Heroes,16,307,0.14
2008,1,37,6,44.8,Unreal Tournament III,4,39,0.47
2013,3,1315,1,32.25,PAC-MAN and the Ghostly Adventures,18,25,0.05
2004,2,495,9,31.6,WWE Survivor Series,8,28,0.13
2015,0,34,1,40.5,Kirby and the Rainbow Curse,18,0,0.52
2001,1,338,6,48.65,Max Payne,13,2,1.22
2001,2,665,9,39.8,Bloody Roar 3,6,17,0.35
2005,2,36,6,39.5,Medal of Honor: European Assault,13,7,0.53
2013,1,711,8,38.75,Remember Me,4,12,0.18
2004,0,367,0,37.55,Gretzky NHL 2005,6,3,0.17
2014,1,116,3,45.45,Dragon Age: Inquisition,14,7,0.73
2010,2,187,6,35.05,James Bond 007: Blood Stone,14,4,0.02
2002,2,22,6,40.4,James Bond 007: Agent Under Fire,19,7,0.72
2010,2,156,9,40.45,WWE SmackDown vs. Raw 2011,5,28,1.09
2004,2,18,9,46.85,Fight Night 2004,13,7,0.68
2003,0,663,1,39.1,Wario World,19,0,0.44
2007,0,556,2,26.4,Donkey Kong Barrel Blast,0,0,0.62
2015,3,553,0,41.75,NHL 16,9,7,0.63
2016,0,1485,0,35.4,Rugby Challenge 3,9,395,0.04
1997,2,32,7,45.6,Ace Combat 2,12,3,0.89
2014,1,124,8,46.05,Middle-Earth: Shadow of Mordor,9,19,2.96
2001,2,225,9,47.8,Dead or Alive 3,13,1,1.77
2016,1,302,3,45.8,Deus Ex: Mankind Divided,9,15,0.38
2007,0,486,0,33.8,EA Playground,3,7,0.33
